prompt_id,source_file,source_group,module_key,task_type,activity_type,prompt_text,expected_text,accepted_answers,difficulty,points,is_active,is_mastery_item,expected_phonemes,initial_phoneme,vowel_phonemes,final_phoneme,phoneme_pattern,skill_tag,error_focus,metadata,item_text_type,phoneme_count,syllable_estimate,has_cmudict_match,cmudict_missing_words,skill_group,target_position,target_phoneme,target_grapheme,word_family,rime_unit,onset_unit,enrichment_warnings,needs_manual_review,difficulty_score,difficulty_level,difficulty_factors,adaptive_bucket,recommended_for_error_type,remediation_priority,practice_role,mastery_candidate,review_candidate,min_required_attempts,cooldown_group,enrichment_status,word_count,sentence_length_bucket,fluency_metric_rule,target_read_time_seconds,min_fluent_time_seconds,max_fluent_time_seconds,target_wcpm,min_expected_wcpm,max_expected_wcpm,pace_feedback_rule,pace_mastery_required
M2-RW041,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,read_word,Hot,hot,hot,easy,1.0,True,False,"HH AA T",HH,AA,T,CVC,CVC_short_o,vowel_sound,"{""id"":""M2-RW041"",""module_key"":""module_2"",""activity_type"":""read_word"",""sequence"":41,""display_text"":""hot"",""expected_answer"":""hot"",""lesson_step"":""core_word_read"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""hot"",""word_family"":""ot"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AA,o,ot_family,ot,h,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:hot,ok,,,,,,,,,,,
M2-RW042,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,read_word,Sun,sun,sun,easy,1.0,True,False,"S AH N",S,AH,N,CVC,CVC_short_u,vowel_sound,"{""id"":""M2-RW042"",""module_key"":""module_2"",""activity_type"":""read_word"",""sequence"":42,""display_text"":""sun"",""expected_answer"":""sun"",""lesson_step"":""core_word_read"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""sun"",""word_family"":""un"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AH,u,un_family,un,s,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:sun,ok,,,,,,,,,,,
M2-RW043,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,read_word,Run,run,run,easy,1.0,True,False,"R AH N",R,AH,N,CVC,CVC_short_u,vowel_sound,"{""id"":""M2-RW043"",""module_key"":""module_2"",""activity_type"":""read_word"",""sequence"":43,""display_text"":""run"",""expected_answer"":""run"",""lesson_step"":""core_word_read"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""run"",""word_family"":""un"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AH,u,un_family,un,r,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:run,ok,,,,,,,,,,,
M2-RW044,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,read_word,Fun,fun,fun,easy,1.0,True,False,"F AH N",F,AH,N,CVC,CVC_short_u,vowel_sound,"{""id"":""M2-RW044"",""module_key"":""module_2"",""activity_type"":""read_word"",""sequence"":44,""display_text"":""fun"",""expected_answer"":""fun"",""lesson_step"":""core_word_read"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""fun"",""word_family"":""un"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AH,u,un_family,un,f,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:fun,ok,,,,,,,,,,,
M2-RW045,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,read_word,Cup,cup,cup,easy,1.0,True,False,"K AH P",K,AH,P,CVC,CVC_short_u,vowel_sound,"{""id"":""M2-RW045"",""module_key"":""module_2"",""activity_type"":""read_word"",""sequence"":45,""display_text"":""cup"",""expected_answer"":""cup"",""lesson_step"":""core_word_read"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""cup"",""word_family"":""up"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AH,u,up_family,up,c,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:cup,ok,,,,,,,,,,,
M2-RW046,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,read_word,Pup,pup,pup,easy,1.0,True,False,"P AH P",P,AH,P,CVC,CVC_short_u,vowel_sound,"{""id"":""M2-RW046"",""module_key"":""module_2"",""activity_type"":""read_word"",""sequence"":46,""display_text"":""pup"",""expected_answer"":""pup"",""lesson_step"":""core_word_read"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""pup"",""word_family"":""up"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AH,u,up_family,up,p,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:pup,ok,,,,,,,,,,,
M2-RW047,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,read_word,Bug,bug,bug,easy,1.0,True,False,"B AH G",B,AH,G,CVC,CVC_short_u,vowel_sound,"{""id"":""M2-RW047"",""module_key"":""module_2"",""activity_type"":""read_word"",""sequence"":47,""display_text"":""bug"",""expected_answer"":""bug"",""lesson_step"":""core_word_read"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""bug"",""word_family"":""ug"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AH,u,ug_family,ug,b,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:bug,ok,,,,,,,,,,,
M2-RW048,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,read_word,Hug,hug,hug,easy,1.0,True,False,"HH AH G",HH,AH,G,CVC,CVC_short_u,vowel_sound,"{""id"":""M2-RW048"",""module_key"":""module_2"",""activity_type"":""read_word"",""sequence"":48,""display_text"":""hug"",""expected_answer"":""hug"",""lesson_step"":""core_word_read"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""hug"",""word_family"":""ug"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AH,u,ug_family,ug,h,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:hug,ok,,,,,,,,,,,
M2-RW049,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,read_word,Rug,rug,rug,easy,1.0,True,False,"R AH G",R,AH,G,CVC,CVC_short_u,vowel_sound,"{""id"":""M2-RW049"",""module_key"":""module_2"",""activity_type"":""read_word"",""sequence"":49,""display_text"":""rug"",""expected_answer"":""rug"",""lesson_step"":""core_word_read"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""rug"",""word_family"":""ug"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AH,u,ug_family,ug,r,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:rug,ok,,,,,,,,,,,
M2-RW050,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,read_word,Mud,mud,mud,easy,1.0,True,False,"M AH D",M,AH,D,CVC,CVC_short_u,vowel_sound,"{""id"":""M2-RW050"",""module_key"":""module_2"",""activity_type"":""read_word"",""sequence"":50,""display_text"":""mud"",""expected_answer"":""mud"",""lesson_step"":""core_word_read"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":4,""repeat_after_same_error_count"":2},""target_word"":""mud"",""word_family"":""ud"",""module_1_dependency"":""letter_sound_accuracy"",""fast_paced"":true,""do_not_repeat_until_cooldown"":4,""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AH,u,ud_family,ud,m,,False,0.196,very_easy,"{'word_length': 0.3, 'phoneme_pattern': 'CVC', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_reading:mud,ok,,,,,,,,,,,
M2-WF001,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,word_family_drill,Cat,cat,cat,easy,1.0,True,False,"K AE T",K,AE,T,CVC,CVC_short_a_at,vowel_sound,"{""id"":""M2-WF001"",""module_key"":""module_2"",""activity_type"":""word_family_drill"",""sequence"":51,""display_text"":""cat"",""expected_answer"":""cat"",""lesson_step"":""word_family_pattern"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_word"":""cat"",""word_family"":""at"",""family_group"":""short_a_at"",""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AE,a,at_family,at,c,,False,0.196,very_easy,"{'word_family_pattern': 'short_a_at', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_family:short_a_at,ok,,,,,,,,,,,
M2-WF002,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,word_family_drill,Bat,bat,bat,easy,1.0,True,False,"B AE T",B,AE,T,CVC,CVC_short_a_at,vowel_sound,"{""id"":""M2-WF002"",""module_key"":""module_2"",""activity_type"":""word_family_drill"",""sequence"":52,""display_text"":""bat"",""expected_answer"":""bat"",""lesson_step"":""word_family_pattern"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_word"":""bat"",""word_family"":""at"",""family_group"":""short_a_at"",""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AE,a,at_family,at,b,,False,0.196,very_easy,"{'word_family_pattern': 'short_a_at', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_family:short_a_at,ok,,,,,,,,,,,
M2-WF003,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,word_family_drill,Hat,hat,hat,easy,1.0,True,False,"HH AE T",HH,AE,T,CVC,CVC_short_a_at,vowel_sound,"{""id"":""M2-WF003"",""module_key"":""module_2"",""activity_type"":""word_family_drill"",""sequence"":53,""display_text"":""hat"",""expected_answer"":""hat"",""lesson_step"":""word_family_pattern"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_word"":""hat"",""word_family"":""at"",""family_group"":""short_a_at"",""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AE,a,at_family,at,h,,False,0.196,very_easy,"{'word_family_pattern': 'short_a_at', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_family:short_a_at,ok,,,,,,,,,,,
M2-WF004,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,word_family_drill,Mat,mat,mat,easy,1.0,True,False,"M AE T",M,AE,T,CVC,CVC_short_a_at,vowel_sound,"{""id"":""M2-WF004"",""module_key"":""module_2"",""activity_type"":""word_family_drill"",""sequence"":54,""display_text"":""mat"",""expected_answer"":""mat"",""lesson_step"":""word_family_pattern"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_word"":""mat"",""word_family"":""at"",""family_group"":""short_a_at"",""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AE,a,at_family,at,m,,False,0.196,very_easy,"{'word_family_pattern': 'short_a_at', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_family:short_a_at,ok,,,,,,,,,,,
M2-WF005,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,word_family_drill,Sat,sat,sat,easy,1.0,True,False,"S AE T",S,AE,T,CVC,CVC_short_a_at,vowel_sound,"{""id"":""M2-WF005"",""module_key"":""module_2"",""activity_type"":""word_family_drill"",""sequence"":55,""display_text"":""sat"",""expected_answer"":""sat"",""lesson_step"":""word_family_pattern"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_word"":""sat"",""word_family"":""at"",""family_group"":""short_a_at"",""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AE,a,at_family,at,s,,False,0.196,very_easy,"{'word_family_pattern': 'short_a_at', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_family:short_a_at,ok,,,,,,,,,,,
M2-WF006,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,word_family_drill,Man,man,man,easy,1.0,True,False,"M AE N",M,AE,N,CVC,CVC_short_a_an_ap_ag,vowel_sound,"{""id"":""M2-WF006"",""module_key"":""module_2"",""activity_type"":""word_family_drill"",""sequence"":56,""display_text"":""man"",""expected_answer"":""man"",""lesson_step"":""word_family_pattern"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_word"":""man"",""word_family"":""an"",""family_group"":""short_a_an_ap_ag"",""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AE,a,an_family,an,m,,False,0.196,very_easy,"{'word_family_pattern': 'short_a_an_ap_ag', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_family:short_a_an_ap_ag,ok,,,,,,,,,,,
M2-WF007,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,word_family_drill,Pan,pan,pan,easy,1.0,True,False,"P AE N",P,AE,N,CVC,CVC_short_a_an_ap_ag,vowel_sound,"{""id"":""M2-WF007"",""module_key"":""module_2"",""activity_type"":""word_family_drill"",""sequence"":57,""display_text"":""pan"",""expected_answer"":""pan"",""lesson_step"":""word_family_pattern"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_word"":""pan"",""word_family"":""an"",""family_group"":""short_a_an_ap_ag"",""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AE,a,an_family,an,p,,False,0.196,very_easy,"{'word_family_pattern': 'short_a_an_ap_ag', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_family:short_a_an_ap_ag,ok,,,,,,,,,,,
M2-WF008,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,word_family_drill,Fan,fan,fan,easy,1.0,True,False,"F AE N",F,AE,N,CVC,CVC_short_a_an_ap_ag,vowel_sound,"{""id"":""M2-WF008"",""module_key"":""module_2"",""activity_type"":""word_family_drill"",""sequence"":58,""display_text"":""fan"",""expected_answer"":""fan"",""lesson_step"":""word_family_pattern"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_word"":""fan"",""word_family"":""an"",""family_group"":""short_a_an_ap_ag"",""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AE,a,an_family,an,f,,False,0.196,very_easy,"{'word_family_pattern': 'short_a_an_ap_ag', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_family:short_a_an_ap_ag,ok,,,,,,,,,,,
M2-WF009,module2_word_reading_activities_adaptive_v2.csv,modules,module_2,module2_word_reading_activities,word_family_drill,Cap,cap,cap,easy,1.0,True,False,"K AE P",K,AE,P,CVC,CVC_short_a_an_ap_ag,vowel_sound,"{""id"":""M2-WF009"",""module_key"":""module_2"",""activity_type"":""word_family_drill"",""sequence"":59,""display_text"":""cap"",""expected_answer"":""cap"",""lesson_step"":""word_family_pattern"",""mastery_tracking"":true,""mastery_weight"":1.0,""adaptive_bucket"":""vowel_sound_very_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""module_3"",""fallback_if_letter_probe_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_word"":""cap"",""word_family"":""ap"",""family_group"":""short_a_an_ap_ag"",""inactive_policy_note"":""Do not revive original inactive word rows unless they pass ASR validation; inactive bank existed because many items were hard for the ASR."",""fluency_metric_rule"":""not_applicable_word_accuracy_only""}",single_word,3,1,True,,word_reading,whole_word,AE,a,ap_family,ap,c,,False,0.196,very_easy,"{'word_family_pattern': 'short_a_an_ap_ag', 'source_difficulty': 0.25}",vowel_sound_very_easy,vowel_error,medium,practice,True,True,1,word_family:short_a_an_ap_ag,ok,,,,,,,,,,,
