prompt_id,source_file,source_group,module_key,task_type,activity_type,prompt_text,expected_text,accepted_answers,difficulty,points,is_active,is_mastery_item,expected_phonemes,initial_phoneme,vowel_phonemes,final_phoneme,phoneme_pattern,skill_tag,error_focus,metadata,item_text_type,phoneme_count,syllable_estimate,has_cmudict_match,cmudict_missing_words,skill_group,target_position,target_phoneme,target_grapheme,word_family,rime_unit,onset_unit,enrichment_warnings,needs_manual_review,difficulty_score,difficulty_level,difficulty_factors,adaptive_bucket,recommended_for_error_type,remediation_priority,practice_role,mastery_candidate,review_candidate,min_required_attempts,cooldown_group,enrichment_status,word_count,sentence_length_bucket,fluency_metric_rule,target_read_time_seconds,min_fluent_time_seconds,max_fluent_time_seconds,target_wcpm,min_expected_wcpm,max_expected_wcpm,pace_feedback_rule,pace_mastery_required
M3-RS032,module3_sentence_fluency_activities_adaptive_v2.csv,modules,module_3,module3_sentence_fluency_activities,simple_sentence_reading,"The teacher points to the picture.","The teacher points to the picture.","The teacher points to the picture.|The teacher points to the picture",easy,1.0,True,False,,,,,,word_accuracy_in_sentence,sentence_tracking,"{""id"":""M3-RS032"",""module_key"":""module_3"",""activity_type"":""simple_sentence_reading"",""sequence"":32,""display_text"":""The teacher points to the picture."",""expected_answer"":""The teacher points to the picture."",""lesson_step"":""simple_sentence_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""sentence_tracking_easy"",""error_focus"":""sentence_tracking"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""completion_or_final_practice"",""fallback_if_word_accuracy_fails"":""module_2"",""fallback_if_letter_sound_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_sentence"":""The teacher points to the picture."",""word_count"":6,""fast_paced"":true,""fluency_goal"":""clear_complete_sentence"",""fluency_metric_rule"":""WCPM only: correct_words_per_minute"",""wcpm_formula"":""max(total_words_read - errors, 0) / (duration_seconds / 60)"",""duration_seconds_from_asr"":""recording_end_time - speech_start_time or accepted audio duration after silence trim"",""target_read_time_seconds"":""3"",""min_fluent_time_seconds"":""2"",""max_fluent_time_seconds"":""4.2"",""target_wcpm"":""120.0"",""pace_feedback_rule"":""too_fast / fluent / too_slow; do not convert this into a separate fluency score"",""agent_ciel_feedback"":{""too_fast"":""Slow down a little so each word is clear."",""fluent"":""Great pace. You read it clearly and smoothly."",""too_slow"":""Try reading it a little smoother without long pauses.""},""mastery_decision_rule"":{""pass_accuracy"":""word_errors <= allowed_errors_for_item"",""pass_fluency"":""duration_seconds between min_fluent_time_seconds and max_fluent_time_seconds"",""fluency_metric"":""wcpm""},""canonical_target"":""the teacher points to the picture."",""display_format"":""simple_sentence"",""punctuation_focus"":""none"",""accepted_answer_shape"":""full_sentence"",""pace_mastery_required"":false,""min_expected_wcpm"":""85.7"",""max_expected_wcpm"":""180""}",simple_sentence,,,False,,sentence_reading,,,,,,,,False,0.32,easy,"{'word_count': 6, 'pacing': 'sentence_tracking', 'source_difficulty': 0.25}",sentence_tracking_easy,skipped_word,medium,practice,True,True,1,sentence:7635ab9c,ok,6,short,"WCPM = max(total_words_read - errors, 0) / (duration_seconds / 60)",3,2,4.2,120.0,85.7,180,"too_fast if duration < min_fluent_time_seconds; fluent if within range; too_slow if duration > max_fluent_time_seconds",False
M3-RS033,module3_sentence_fluency_activities_adaptive_v2.csv,modules,module_3,module3_sentence_fluency_activities,simple_sentence_reading,"We draw a star on the page.","We draw a star on the page.","We draw a star on the page.|We draw a star on the page",easy,1.0,True,False,,,,,,word_accuracy_in_sentence,sentence_tracking,"{""id"":""M3-RS033"",""module_key"":""module_3"",""activity_type"":""simple_sentence_reading"",""sequence"":33,""display_text"":""We draw a star on the page."",""expected_answer"":""We draw a star on the page."",""lesson_step"":""simple_sentence_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""sentence_tracking_easy"",""error_focus"":""sentence_tracking"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""completion_or_final_practice"",""fallback_if_word_accuracy_fails"":""module_2"",""fallback_if_letter_sound_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_sentence"":""We draw a star on the page."",""word_count"":7,""fast_paced"":true,""fluency_goal"":""clear_complete_sentence"",""fluency_metric_rule"":""WCPM only: correct_words_per_minute"",""wcpm_formula"":""max(total_words_read - errors, 0) / (duration_seconds / 60)"",""duration_seconds_from_asr"":""recording_end_time - speech_start_time or accepted audio duration after silence trim"",""target_read_time_seconds"":""3.5"",""min_fluent_time_seconds"":""2.5"",""max_fluent_time_seconds"":""4.7"",""target_wcpm"":""120.0"",""pace_feedback_rule"":""too_fast / fluent / too_slow; do not convert this into a separate fluency score"",""agent_ciel_feedback"":{""too_fast"":""Slow down a little so each word is clear."",""fluent"":""Great pace. You read it clearly and smoothly."",""too_slow"":""Try reading it a little smoother without long pauses.""},""mastery_decision_rule"":{""pass_accuracy"":""word_errors <= allowed_errors_for_item"",""pass_fluency"":""duration_seconds between min_fluent_time_seconds and max_fluent_time_seconds"",""fluency_metric"":""wcpm""},""canonical_target"":""we draw a star on the page."",""display_format"":""simple_sentence"",""punctuation_focus"":""none"",""accepted_answer_shape"":""full_sentence"",""pace_mastery_required"":false,""min_expected_wcpm"":""89.4"",""max_expected_wcpm"":""168""}",simple_sentence,,,False,,sentence_reading,,,,,,,,False,0.32,easy,"{'word_count': 7, 'pacing': 'sentence_tracking', 'source_difficulty': 0.25}",sentence_tracking_easy,skipped_word,medium,practice,True,True,1,sentence:a2f1c8a9,ok,7,short,"WCPM = max(total_words_read - errors, 0) / (duration_seconds / 60)",3.5,2.5,4.7,120.0,89.4,168,"too_fast if duration < min_fluent_time_seconds; fluent if within range; too_slow if duration > max_fluent_time_seconds",False
M3-RS034,module3_sentence_fluency_activities_adaptive_v2.csv,modules,module_3,module3_sentence_fluency_activities,simple_sentence_reading,"The child looks at every card.","The child looks at every card.","The child looks at every card.|The child looks at every card",easy,1.0,True,False,,,,,,word_accuracy_in_sentence,sentence_tracking,"{""id"":""M3-RS034"",""module_key"":""module_3"",""activity_type"":""simple_sentence_reading"",""sequence"":34,""display_text"":""The child looks at every card."",""expected_answer"":""The child looks at every card."",""lesson_step"":""simple_sentence_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""sentence_tracking_easy"",""error_focus"":""sentence_tracking"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""completion_or_final_practice"",""fallback_if_word_accuracy_fails"":""module_2"",""fallback_if_letter_sound_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_sentence"":""The child looks at every card."",""word_count"":6,""fast_paced"":true,""fluency_goal"":""clear_complete_sentence"",""fluency_metric_rule"":""WCPM only: correct_words_per_minute"",""wcpm_formula"":""max(total_words_read - errors, 0) / (duration_seconds / 60)"",""duration_seconds_from_asr"":""recording_end_time - speech_start_time or accepted audio duration after silence trim"",""target_read_time_seconds"":""3"",""min_fluent_time_seconds"":""2"",""max_fluent_time_seconds"":""4.2"",""target_wcpm"":""120.0"",""pace_feedback_rule"":""too_fast / fluent / too_slow; do not convert this into a separate fluency score"",""agent_ciel_feedback"":{""too_fast"":""Slow down a little so each word is clear."",""fluent"":""Great pace. You read it clearly and smoothly."",""too_slow"":""Try reading it a little smoother without long pauses.""},""mastery_decision_rule"":{""pass_accuracy"":""word_errors <= allowed_errors_for_item"",""pass_fluency"":""duration_seconds between min_fluent_time_seconds and max_fluent_time_seconds"",""fluency_metric"":""wcpm""},""canonical_target"":""the child looks at every card."",""display_format"":""simple_sentence"",""punctuation_focus"":""none"",""accepted_answer_shape"":""full_sentence"",""pace_mastery_required"":false,""min_expected_wcpm"":""85.7"",""max_expected_wcpm"":""180""}",simple_sentence,,,False,,sentence_reading,,,,,,,,False,0.32,easy,"{'word_count': 6, 'pacing': 'sentence_tracking', 'source_difficulty': 0.25}",sentence_tracking_easy,skipped_word,medium,practice,True,True,1,sentence:7917d0b6,ok,6,short,"WCPM = max(total_words_read - errors, 0) / (duration_seconds / 60)",3,2,4.2,120.0,85.7,180,"too_fast if duration < min_fluent_time_seconds; fluent if within range; too_slow if duration > max_fluent_time_seconds",False
M3-RS035,module3_sentence_fluency_activities_adaptive_v2.csv,modules,module_3,module3_sentence_fluency_activities,simple_sentence_reading,"The pup runs fast in the yard.","The pup runs fast in the yard.","The pup runs fast in the yard.|The pup runs fast in the yard",easy,1.0,True,False,,,,,,word_accuracy_in_sentence,sentence_tracking,"{""id"":""M3-RS035"",""module_key"":""module_3"",""activity_type"":""simple_sentence_reading"",""sequence"":35,""display_text"":""The pup runs fast in the yard."",""expected_answer"":""The pup runs fast in the yard."",""lesson_step"":""simple_sentence_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""sentence_tracking_easy"",""error_focus"":""sentence_tracking"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""completion_or_final_practice"",""fallback_if_word_accuracy_fails"":""module_2"",""fallback_if_letter_sound_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_sentence"":""The pup runs fast in the yard."",""word_count"":7,""fast_paced"":true,""fluency_goal"":""clear_complete_sentence"",""fluency_metric_rule"":""WCPM only: correct_words_per_minute"",""wcpm_formula"":""max(total_words_read - errors, 0) / (duration_seconds / 60)"",""duration_seconds_from_asr"":""recording_end_time - speech_start_time or accepted audio duration after silence trim"",""target_read_time_seconds"":""3.5"",""min_fluent_time_seconds"":""2.5"",""max_fluent_time_seconds"":""4.7"",""target_wcpm"":""120.0"",""pace_feedback_rule"":""too_fast / fluent / too_slow; do not convert this into a separate fluency score"",""agent_ciel_feedback"":{""too_fast"":""Slow down a little so each word is clear."",""fluent"":""Great pace. You read it clearly and smoothly."",""too_slow"":""Try reading it a little smoother without long pauses.""},""mastery_decision_rule"":{""pass_accuracy"":""word_errors <= allowed_errors_for_item"",""pass_fluency"":""duration_seconds between min_fluent_time_seconds and max_fluent_time_seconds"",""fluency_metric"":""wcpm""},""canonical_target"":""the pup runs fast in the yard."",""display_format"":""simple_sentence"",""punctuation_focus"":""none"",""accepted_answer_shape"":""full_sentence"",""pace_mastery_required"":false,""min_expected_wcpm"":""89.4"",""max_expected_wcpm"":""168""}",simple_sentence,,,False,,sentence_reading,,,,,,,,False,0.32,easy,"{'word_count': 7, 'pacing': 'sentence_tracking', 'source_difficulty': 0.25}",sentence_tracking_easy,skipped_word,medium,practice,True,True,1,sentence:ff6bb166,ok,7,short,"WCPM = max(total_words_read - errors, 0) / (duration_seconds / 60)",3.5,2.5,4.7,120.0,89.4,168,"too_fast if duration < min_fluent_time_seconds; fluent if within range; too_slow if duration > max_fluent_time_seconds",False
M3-RS036,module3_sentence_fluency_activities_adaptive_v2.csv,modules,module_3,module3_sentence_fluency_activities,simple_sentence_reading,"The sun shines on the small path.","The sun shines on the small path.","The sun shines on the small path.|The sun shines on the small path",easy,1.0,True,False,,,,,,word_accuracy_in_sentence,sentence_tracking,"{""id"":""M3-RS036"",""module_key"":""module_3"",""activity_type"":""simple_sentence_reading"",""sequence"":36,""display_text"":""The sun shines on the small path."",""expected_answer"":""The sun shines on the small path."",""lesson_step"":""simple_sentence_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""sentence_tracking_easy"",""error_focus"":""sentence_tracking"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""completion_or_final_practice"",""fallback_if_word_accuracy_fails"":""module_2"",""fallback_if_letter_sound_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_sentence"":""The sun shines on the small path."",""word_count"":7,""fast_paced"":true,""fluency_goal"":""clear_complete_sentence"",""fluency_metric_rule"":""WCPM only: correct_words_per_minute"",""wcpm_formula"":""max(total_words_read - errors, 0) / (duration_seconds / 60)"",""duration_seconds_from_asr"":""recording_end_time - speech_start_time or accepted audio duration after silence trim"",""target_read_time_seconds"":""3.5"",""min_fluent_time_seconds"":""2.5"",""max_fluent_time_seconds"":""4.7"",""target_wcpm"":""120.0"",""pace_feedback_rule"":""too_fast / fluent / too_slow; do not convert this into a separate fluency score"",""agent_ciel_feedback"":{""too_fast"":""Slow down a little so each word is clear."",""fluent"":""Great pace. You read it clearly and smoothly."",""too_slow"":""Try reading it a little smoother without long pauses.""},""mastery_decision_rule"":{""pass_accuracy"":""word_errors <= allowed_errors_for_item"",""pass_fluency"":""duration_seconds between min_fluent_time_seconds and max_fluent_time_seconds"",""fluency_metric"":""wcpm""},""canonical_target"":""the sun shines on the small path."",""display_format"":""simple_sentence"",""punctuation_focus"":""none"",""accepted_answer_shape"":""full_sentence"",""pace_mastery_required"":false,""min_expected_wcpm"":""89.4"",""max_expected_wcpm"":""168""}",simple_sentence,,,False,,sentence_reading,,,,,,,,False,0.32,easy,"{'word_count': 7, 'pacing': 'sentence_tracking', 'source_difficulty': 0.25}",sentence_tracking_easy,skipped_word,medium,practice,True,True,1,sentence:c4d5b823,ok,7,short,"WCPM = max(total_words_read - errors, 0) / (duration_seconds / 60)",3.5,2.5,4.7,120.0,89.4,168,"too_fast if duration < min_fluent_time_seconds; fluent if within range; too_slow if duration > max_fluent_time_seconds",False
M3-RS037,module3_sentence_fluency_activities_adaptive_v2.csv,modules,module_3,module3_sentence_fluency_activities,simple_sentence_reading,"The red ball rolls under the chair.","The red ball rolls under the chair.","The red ball rolls under the chair.|The red ball rolls under the chair",easy,1.0,True,False,,,,,,word_accuracy_in_sentence,sentence_tracking,"{""id"":""M3-RS037"",""module_key"":""module_3"",""activity_type"":""simple_sentence_reading"",""sequence"":37,""display_text"":""The red ball rolls under the chair."",""expected_answer"":""The red ball rolls under the chair."",""lesson_step"":""simple_sentence_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""sentence_tracking_easy"",""error_focus"":""sentence_tracking"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""completion_or_final_practice"",""fallback_if_word_accuracy_fails"":""module_2"",""fallback_if_letter_sound_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_sentence"":""The red ball rolls under the chair."",""word_count"":7,""fast_paced"":true,""fluency_goal"":""clear_complete_sentence"",""fluency_metric_rule"":""WCPM only: correct_words_per_minute"",""wcpm_formula"":""max(total_words_read - errors, 0) / (duration_seconds / 60)"",""duration_seconds_from_asr"":""recording_end_time - speech_start_time or accepted audio duration after silence trim"",""target_read_time_seconds"":""3.5"",""min_fluent_time_seconds"":""2.5"",""max_fluent_time_seconds"":""4.7"",""target_wcpm"":""120.0"",""pace_feedback_rule"":""too_fast / fluent / too_slow; do not convert this into a separate fluency score"",""agent_ciel_feedback"":{""too_fast"":""Slow down a little so each word is clear."",""fluent"":""Great pace. You read it clearly and smoothly."",""too_slow"":""Try reading it a little smoother without long pauses.""},""mastery_decision_rule"":{""pass_accuracy"":""word_errors <= allowed_errors_for_item"",""pass_fluency"":""duration_seconds between min_fluent_time_seconds and max_fluent_time_seconds"",""fluency_metric"":""wcpm""},""canonical_target"":""the red ball rolls under the chair."",""display_format"":""simple_sentence"",""punctuation_focus"":""none"",""accepted_answer_shape"":""full_sentence"",""pace_mastery_required"":false,""min_expected_wcpm"":""89.4"",""max_expected_wcpm"":""168""}",simple_sentence,,,False,,sentence_reading,,,,,,,,False,0.32,easy,"{'word_count': 7, 'pacing': 'sentence_tracking', 'source_difficulty': 0.25}",sentence_tracking_easy,skipped_word,medium,practice,True,True,1,sentence:0af2bff3,ok,7,short,"WCPM = max(total_words_read - errors, 0) / (duration_seconds / 60)",3.5,2.5,4.7,120.0,89.4,168,"too_fast if duration < min_fluent_time_seconds; fluent if within range; too_slow if duration > max_fluent_time_seconds",False
M3-RS038,module3_sentence_fluency_activities_adaptive_v2.csv,modules,module_3,module3_sentence_fluency_activities,simple_sentence_reading,"The bell rings after the lesson.","The bell rings after the lesson.","The bell rings after the lesson.|The bell rings after the lesson",easy,1.0,True,False,,,,,,word_accuracy_in_sentence,sentence_tracking,"{""id"":""M3-RS038"",""module_key"":""module_3"",""activity_type"":""simple_sentence_reading"",""sequence"":38,""display_text"":""The bell rings after the lesson."",""expected_answer"":""The bell rings after the lesson."",""lesson_step"":""simple_sentence_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""sentence_tracking_easy"",""error_focus"":""sentence_tracking"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""completion_or_final_practice"",""fallback_if_word_accuracy_fails"":""module_2"",""fallback_if_letter_sound_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_sentence"":""The bell rings after the lesson."",""word_count"":6,""fast_paced"":true,""fluency_goal"":""clear_complete_sentence"",""fluency_metric_rule"":""WCPM only: correct_words_per_minute"",""wcpm_formula"":""max(total_words_read - errors, 0) / (duration_seconds / 60)"",""duration_seconds_from_asr"":""recording_end_time - speech_start_time or accepted audio duration after silence trim"",""target_read_time_seconds"":""3"",""min_fluent_time_seconds"":""2"",""max_fluent_time_seconds"":""4.2"",""target_wcpm"":""120.0"",""pace_feedback_rule"":""too_fast / fluent / too_slow; do not convert this into a separate fluency score"",""agent_ciel_feedback"":{""too_fast"":""Slow down a little so each word is clear."",""fluent"":""Great pace. You read it clearly and smoothly."",""too_slow"":""Try reading it a little smoother without long pauses.""},""mastery_decision_rule"":{""pass_accuracy"":""word_errors <= allowed_errors_for_item"",""pass_fluency"":""duration_seconds between min_fluent_time_seconds and max_fluent_time_seconds"",""fluency_metric"":""wcpm""},""canonical_target"":""the bell rings after the lesson."",""display_format"":""simple_sentence"",""punctuation_focus"":""none"",""accepted_answer_shape"":""full_sentence"",""pace_mastery_required"":false,""min_expected_wcpm"":""85.7"",""max_expected_wcpm"":""180""}",simple_sentence,,,False,,sentence_reading,,,,,,,,False,0.32,easy,"{'word_count': 6, 'pacing': 'sentence_tracking', 'source_difficulty': 0.25}",sentence_tracking_easy,skipped_word,medium,practice,True,True,1,sentence:0a5a44b8,ok,6,short,"WCPM = max(total_words_read - errors, 0) / (duration_seconds / 60)",3,2,4.2,120.0,85.7,180,"too_fast if duration < min_fluent_time_seconds; fluent if within range; too_slow if duration > max_fluent_time_seconds",False
M3-RS039,module3_sentence_fluency_activities_adaptive_v2.csv,modules,module_3,module3_sentence_fluency_activities,simple_sentence_reading,"The book has a fun story.","The book has a fun story.","The book has a fun story.|The book has a fun story",easy,1.0,True,False,,,,,,word_accuracy_in_sentence,sentence_tracking,"{""id"":""M3-RS039"",""module_key"":""module_3"",""activity_type"":""simple_sentence_reading"",""sequence"":39,""display_text"":""The book has a fun story."",""expected_answer"":""The book has a fun story."",""lesson_step"":""simple_sentence_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""sentence_tracking_easy"",""error_focus"":""sentence_tracking"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""completion_or_final_practice"",""fallback_if_word_accuracy_fails"":""module_2"",""fallback_if_letter_sound_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_sentence"":""The book has a fun story."",""word_count"":6,""fast_paced"":true,""fluency_goal"":""clear_complete_sentence"",""fluency_metric_rule"":""WCPM only: correct_words_per_minute"",""wcpm_formula"":""max(total_words_read - errors, 0) / (duration_seconds / 60)"",""duration_seconds_from_asr"":""recording_end_time - speech_start_time or accepted audio duration after silence trim"",""target_read_time_seconds"":""3"",""min_fluent_time_seconds"":""2"",""max_fluent_time_seconds"":""4.2"",""target_wcpm"":""120.0"",""pace_feedback_rule"":""too_fast / fluent / too_slow; do not convert this into a separate fluency score"",""agent_ciel_feedback"":{""too_fast"":""Slow down a little so each word is clear."",""fluent"":""Great pace. You read it clearly and smoothly."",""too_slow"":""Try reading it a little smoother without long pauses.""},""mastery_decision_rule"":{""pass_accuracy"":""word_errors <= allowed_errors_for_item"",""pass_fluency"":""duration_seconds between min_fluent_time_seconds and max_fluent_time_seconds"",""fluency_metric"":""wcpm""},""canonical_target"":""the book has a fun story."",""display_format"":""simple_sentence"",""punctuation_focus"":""none"",""accepted_answer_shape"":""full_sentence"",""pace_mastery_required"":false,""min_expected_wcpm"":""85.7"",""max_expected_wcpm"":""180""}",simple_sentence,,,False,,sentence_reading,,,,,,,,False,0.32,easy,"{'word_count': 6, 'pacing': 'sentence_tracking', 'source_difficulty': 0.25}",sentence_tracking_easy,skipped_word,medium,practice,True,True,1,sentence:c02b525a,ok,6,short,"WCPM = max(total_words_read - errors, 0) / (duration_seconds / 60)",3,2,4.2,120.0,85.7,180,"too_fast if duration < min_fluent_time_seconds; fluent if within range; too_slow if duration > max_fluent_time_seconds",False
M3-RS040,module3_sentence_fluency_activities_adaptive_v2.csv,modules,module_3,module3_sentence_fluency_activities,simple_sentence_reading,"The child sings a short song.","The child sings a short song.","The child sings a short song.|The child sings a short song",easy,1.0,True,False,,,,,,word_accuracy_in_sentence,sentence_tracking,"{""id"":""M3-RS040"",""module_key"":""module_3"",""activity_type"":""simple_sentence_reading"",""sequence"":40,""display_text"":""The child sings a short song."",""expected_answer"":""The child sings a short song."",""lesson_step"":""simple_sentence_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""sentence_tracking_easy"",""error_focus"":""sentence_tracking"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""completion_or_final_practice"",""fallback_if_word_accuracy_fails"":""module_2"",""fallback_if_letter_sound_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_sentence"":""The child sings a short song."",""word_count"":6,""fast_paced"":true,""fluency_goal"":""clear_complete_sentence"",""fluency_metric_rule"":""WCPM only: correct_words_per_minute"",""wcpm_formula"":""max(total_words_read - errors, 0) / (duration_seconds / 60)"",""duration_seconds_from_asr"":""recording_end_time - speech_start_time or accepted audio duration after silence trim"",""target_read_time_seconds"":""3"",""min_fluent_time_seconds"":""2"",""max_fluent_time_seconds"":""4.2"",""target_wcpm"":""120.0"",""pace_feedback_rule"":""too_fast / fluent / too_slow; do not convert this into a separate fluency score"",""agent_ciel_feedback"":{""too_fast"":""Slow down a little so each word is clear."",""fluent"":""Great pace. You read it clearly and smoothly."",""too_slow"":""Try reading it a little smoother without long pauses.""},""mastery_decision_rule"":{""pass_accuracy"":""word_errors <= allowed_errors_for_item"",""pass_fluency"":""duration_seconds between min_fluent_time_seconds and max_fluent_time_seconds"",""fluency_metric"":""wcpm""},""canonical_target"":""the child sings a short song."",""display_format"":""simple_sentence"",""punctuation_focus"":""none"",""accepted_answer_shape"":""full_sentence"",""pace_mastery_required"":false,""min_expected_wcpm"":""85.7"",""max_expected_wcpm"":""180""}",simple_sentence,,,False,,sentence_reading,,,,,,,,False,0.32,easy,"{'word_count': 6, 'pacing': 'sentence_tracking', 'source_difficulty': 0.25}",sentence_tracking_easy,skipped_word,medium,practice,True,True,1,sentence:ca58366e,ok,6,short,"WCPM = max(total_words_read - errors, 0) / (duration_seconds / 60)",3,2,4.2,120.0,85.7,180,"too_fast if duration < min_fluent_time_seconds; fluent if within range; too_slow if duration > max_fluent_time_seconds",False
M3-RS041,module3_sentence_fluency_activities_adaptive_v2.csv,modules,module_3,module3_sentence_fluency_activities,simple_sentence_reading,"The children plant seeds in the garden.","The children plant seeds in the garden.","The children plant seeds in the garden.|The children plant seeds in the garden",medium,1.0,True,False,,,,,,word_accuracy_in_sentence,sentence_tracking,"{""id"":""M3-RS041"",""module_key"":""module_3"",""activity_type"":""simple_sentence_reading"",""sequence"":41,""display_text"":""The children plant seeds in the garden."",""expected_answer"":""The children plant seeds in the garden."",""lesson_step"":""simple_sentence_reading"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""sentence_tracking_medium"",""error_focus"":""sentence_tracking"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":""completion_or_final_practice"",""fallback_if_word_accuracy_fails"":""module_2"",""fallback_if_letter_sound_fails"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""target_sentence"":""The children plant seeds in the garden."",""word_count"":7,""fast_paced"":true,""fluency_goal"":""clear_complete_sentence"",""fluency_metric_rule"":""WCPM only: correct_words_per_minute"",""wcpm_formula"":""max(total_words_read - errors, 0) / (duration_seconds / 60)"",""duration_seconds_from_asr"":""recording_end_time - speech_start_time or accepted audio duration after silence trim"",""target_read_time_seconds"":""3.5"",""min_fluent_time_seconds"":""2.5"",""max_fluent_time_seconds"":""4.7"",""target_wcpm"":""120.0"",""pace_feedback_rule"":""too_fast / fluent / too_slow; do not convert this into a separate fluency score"",""agent_ciel_feedback"":{""too_fast"":""Slow down a little so each word is clear."",""fluent"":""Great pace. You read it clearly and smoothly."",""too_slow"":""Try reading it a little smoother without long pauses.""},""mastery_decision_rule"":{""pass_accuracy"":""word_errors <= allowed_errors_for_item"",""pass_fluency"":""duration_seconds between min_fluent_time_seconds and max_fluent_time_seconds"",""fluency_metric"":""wcpm""},""canonical_target"":""the children plant seeds in the garden."",""display_format"":""simple_sentence"",""punctuation_focus"":""none"",""accepted_answer_shape"":""full_sentence"",""pace_mastery_required"":false,""min_expected_wcpm"":""89.4"",""max_expected_wcpm"":""168""}",simple_sentence,,,False,,sentence_reading,,,,,,,,False,0.46,medium,"{'word_count': 7, 'pacing': 'sentence_tracking', 'source_difficulty': 0.25}",sentence_tracking_medium,skipped_word,medium,practice,True,True,1,sentence:fad0b004,ok,7,short,"WCPM = max(total_words_read - errors, 0) / (duration_seconds / 60)",3.5,2.5,4.7,120.0,89.4,168,"too_fast if duration < min_fluent_time_seconds; fluent if within range; too_slow if duration > max_fluent_time_seconds",False
